@RELATION ALGORITHM_RUNS_SAT12-ALL

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE runtime NUMERIC
@ATTRIBUTE runstatus {ok , timeout , memout , not_applicable , crash , other}

@DATA
SAT_Competition2007/random/LargeSize/3SAT/v10000/unif-k3-r4.2-v10000-c42000-S421554531-04.cnf,1,sapperlot,1200,timeout
SAT_Competition2007/random/LargeSize/3SAT/v10000/unif-k3-r4.2-v10000-c42000-S421554531-04.cnf,1,sol,1200,timeout
SAT-Race-2010-CNF/hardware-verification/manolios/c10idw_i.cnf,1,ebglucose,34.68,ok
SAT-Race-2010-CNF/hardware-verification/manolios/c10idw_i.cnf,1,ebminisat,47.2,ok
SAT-Race-2010-CNF/hardware-verification/manolios/c10idw_i.cnf,1,glucose2,24.1,ok
SAT-Race-2010-CNF/hardware-verification/manolios/c10idw_i.cnf,1,glueminisat,41.69,ok
SAT-Race-2010-CNF/hardware-verification/manolios/c10idw_i.cnf,1,lingeling,51.13,ok
SAT-Race-2010-CNF/hardware-verification/manolios/c10idw_i.cnf,1,lrglshr,49.62,ok
SAT-Race-2010-CNF/hardware-verification/manolios/c10idw_i.cnf,1,minisatpsm,30.74,ok
SAT-Race-2010-CNF/hardware-verification/manolios/c10idw_i.cnf,1,mphaseSAT64,54.96,ok
SAT-Race-2010-CNF/hardware-verification/manolios/c10idw_i.cnf,1,precosat,77.6,ok
SAT-Race-2010-CNF/hardware-verification/manolios/c10idw_i.cnf,1,qutersat,60.77,ok
SAT-Race-2010-CNF/hardware-verification/manolios/c10idw_i.cnf,1,rcl,47.81,ok
SAT-Race-2010-CNF/hardware-verification/manolios/c10idw_i.cnf,1,restartsat,70.84,ok
SAT-Race-2010-CNF/hardware-verification/manolios/c10idw_i.cnf,1,cryptominisat2011,128.27,ok
SAT-Race-2010-CNF/hardware-verification/manolios/c10idw_i.cnf,1,spear-sw,1201.0,timeout
SAT-Race-2010-CNF/hardware-verification/manolios/c10idw_i.cnf,1,spear-hw,1200,timeout
SAT-Race-2010-CNF/hardware-verification/manolios/c10idw_i.cnf,1,eagleup,1200,timeout
SAT-Race-2010-CNF/hardware-verification/manolios/c10idw_i.cnf,1,sparrow,1200,timeout
SAT-Race-2010-CNF/hardware-verification/manolios/c10idw_i.cnf,1,marchrw,1200,timeout
SAT-Race-2010-CNF/hardware-verification/manolios/c10idw_i.cnf,1,mphaseSATm,93.29,ok
SAT-Race-2010-CNF/hardware-verification/manolios/c10idw_i.cnf,1,satime11,1200,timeout
SAT-Race-2010-CNF/hardware-verification/manolios/c10idw_i.cnf,1,tnm,1200,timeout
SAT-Race-2010-CNF/hardware-verification/manolios/c10idw_i.cnf,1,mxc09,83.68,ok
SAT-Race-2010-CNF/hardware-verification/manolios/c10idw_i.cnf,1,gnoveltyp2,1200,timeout
SAT-Race-2010-CNF/hardware-verification/manolios/c10idw_i.cnf,1,sattime,1200,timeout
SAT-Race-2010-CNF/hardware-verification/manolios/c10idw_i.cnf,1,sattimep,1200,timeout
SAT-Race-2010-CNF/hardware-verification/manolios/c10idw_i.cnf,1,clasp2,763.72,ok
SAT-Race-2010-CNF/hardware-verification/manolios/c10idw_i.cnf,1,clasp1,272.1,ok
SAT-Race-2010-CNF/hardware-verification/manolios/c10idw_i.cnf,1,picosat,208.77,ok
SAT-Race-2010-CNF/hardware-verification/manolios/c10idw_i.cnf,1,mphaseSAT,93.03,ok
SAT-Race-2010-CNF/hardware-verification/manolios/c10idw_i.cnf,1,sapperlot,98.61,ok
SAT-Race-2010-CNF/hardware-verification/manolios/c10idw_i.cnf,1,sol,1200,timeout
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S986324446-009.cnf,1,ebglucose,1200,timeout
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S986324446-009.cnf,1,ebminisat,1200,timeout
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S986324446-009.cnf,1,glucose2,1200,timeout
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S986324446-009.cnf,1,glueminisat,1200,timeout
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S986324446-009.cnf,1,lingeling,1200,timeout
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S986324446-009.cnf,1,lrglshr,1200,timeout
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S986324446-009.cnf,1,minisatpsm,1200,timeout
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S986324446-009.cnf,1,mphaseSAT64,0.66,ok
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S986324446-009.cnf,1,precosat,1200,timeout
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S986324446-009.cnf,1,qutersat,1200,timeout
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S986324446-009.cnf,1,rcl,1200,timeout
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S986324446-009.cnf,1,restartsat,1200,timeout
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S986324446-009.cnf,1,cryptominisat2011,1200,timeout
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S986324446-009.cnf,1,spear-sw,1200,timeout
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S986324446-009.cnf,1,spear-hw,1200,timeout
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S986324446-009.cnf,1,eagleup,0.03,ok
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S986324446-009.cnf,1,sparrow,0.22,ok
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S986324446-009.cnf,1,marchrw,315.37,ok
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S986324446-009.cnf,1,mphaseSATm,0.87,ok
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S986324446-009.cnf,1,satime11,0.03,ok
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S986324446-009.cnf,1,tnm,0.09,ok
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S986324446-009.cnf,1,mxc09,1200,timeout
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S986324446-009.cnf,1,gnoveltyp2,0.13,ok
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S986324446-009.cnf,1,sattime,0.06,ok
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S986324446-009.cnf,1,sattimep,0.06,ok
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S986324446-009.cnf,1,clasp2,1200,timeout
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S986324446-009.cnf,1,clasp1,1200,timeout
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S986324446-009.cnf,1,picosat,1200,timeout
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S986324446-009.cnf,1,mphaseSAT,0.73,ok
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S986324446-009.cnf,1,sapperlot,1200,timeout
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S986324446-009.cnf,1,sol,1200,timeout
SAT_RACE2008/velev-vliw-uns-4.0-9.cnf,1,ebglucose,745.53,ok
SAT_RACE2008/velev-vliw-uns-4.0-9.cnf,1,ebminisat,1201.0,timeout
SAT_RACE2008/velev-vliw-uns-4.0-9.cnf,1,glucose2,135.33,ok
SAT_RACE2008/velev-vliw-uns-4.0-9.cnf,1,glueminisat,181.41,ok
SAT_RACE2008/velev-vliw-uns-4.0-9.cnf,1,lingeling,360.31,ok
SAT_RACE2008/velev-vliw-uns-4.0-9.cnf,1,lrglshr,94.38,ok
SAT_RACE2008/velev-vliw-uns-4.0-9.cnf,1,minisatpsm,1201.0,timeout
SAT_RACE2008/velev-vliw-uns-4.0-9.cnf,1,mphaseSAT64,1200,timeout
SAT_RACE2008/velev-vliw-uns-4.0-9.cnf,1,precosat,468.36,ok
SAT_RACE2008/velev-vliw-uns-4.0-9.cnf,1,qutersat,363.23,ok
SAT_RACE2008/velev-vliw-uns-4.0-9.cnf,1,rcl,1200,timeout
SAT_RACE2008/velev-vliw-uns-4.0-9.cnf,1,restartsat,744.32,ok
SAT_RACE2008/velev-vliw-uns-4.0-9.cnf,1,cryptominisat2011,441.1,ok
SAT_RACE2008/velev-vliw-uns-4.0-9.cnf,1,spear-sw,1200,timeout
SAT_RACE2008/velev-vliw-uns-4.0-9.cnf,1,spear-hw,1200,timeout
SAT_RACE2008/velev-vliw-uns-4.0-9.cnf,1,eagleup,1200,timeout
SAT_RACE2008/velev-vliw-uns-4.0-9.cnf,1,sparrow,1200,timeout
SAT_RACE2008/velev-vliw-uns-4.0-9.cnf,1,marchrw,1200,timeout
SAT_RACE2008/velev-vliw-uns-4.0-9.cnf,1,mphaseSATm,971.53,ok
SAT_RACE2008/velev-vliw-uns-4.0-9.cnf,1,satime11,1200,timeout
SAT_RACE2008/velev-vliw-uns-4.0-9.cnf,1,tnm,1200,timeout
SAT_RACE2008/velev-vliw-uns-4.0-9.cnf,1,mxc09,1200,timeout
SAT_RACE2008/velev-vliw-uns-4.0-9.cnf,1,gnoveltyp2,1200,timeout
SAT_RACE2008/velev-vliw-uns-4.0-9.cnf,1,sattime,1200,timeout
SAT_RACE2008/velev-vliw-uns-4.0-9.cnf,1,sattimep,1200,timeout
SAT_RACE2008/velev-vliw-uns-4.0-9.cnf,1,clasp2,1200,timeout
SAT_RACE2008/velev-vliw-uns-4.0-9.cnf,1,clasp1,152.34,ok
SAT_RACE2008/velev-vliw-uns-4.0-9.cnf,1,picosat,1200,timeout
SAT_RACE2008/velev-vliw-uns-4.0-9.cnf,1,mphaseSAT,829.34,ok
SAT_RACE2008/velev-vliw-uns-4.0-9.cnf,1,sapperlot,814.69,ok
SAT_RACE2008/velev-vliw-uns-4.0-9.cnf,1,sol,1200,timeout
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S2080625895-070.cnf,1,ebglucose,1200,timeout
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S2080625895-070.cnf,1,ebminisat,1200,timeout
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S2080625895-070.cnf,1,glucose2,1200,timeout
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S2080625895-070.cnf,1,glueminisat,1200,timeout
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S2080625895-070.cnf,1,lingeling,1200,timeout
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S2080625895-070.cnf,1,lrglshr,1200,timeout
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S2080625895-070.cnf,1,minisatpsm,1200,timeout
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S2080625895-070.cnf,1,mphaseSAT64,114.12,ok
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S2080625895-070.cnf,1,precosat,1200,timeout
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S2080625895-070.cnf,1,qutersat,1200,timeout
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S2080625895-070.cnf,1,rcl,1200,timeout
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S2080625895-070.cnf,1,restartsat,1200,timeout
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S2080625895-070.cnf,1,cryptominisat2011,1200,timeout
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S2080625895-070.cnf,1,spear-sw,1200,timeout
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S2080625895-070.cnf,1,spear-hw,1200,timeout
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S2080625895-070.cnf,1,eagleup,9.33,ok
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S2080625895-070.cnf,1,sparrow,8.46,ok
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S2080625895-070.cnf,1,marchrw,1200,timeout
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S2080625895-070.cnf,1,mphaseSATm,189.04,ok
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S2080625895-070.cnf,1,satime11,132.6,ok
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S2080625895-070.cnf,1,tnm,24.67,ok
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S2080625895-070.cnf,1,mxc09,1200,timeout
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S2080625895-070.cnf,1,gnoveltyp2,503.98,ok
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S2080625895-070.cnf,1,sattime,1200,timeout
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S2080625895-070.cnf,1,sattimep,1200,timeout
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S2080625895-070.cnf,1,clasp2,1200,timeout
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S2080625895-070.cnf,1,clasp1,1200,timeout
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S2080625895-070.cnf,1,picosat,1200,timeout
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S2080625895-070.cnf,1,mphaseSAT,179.0,ok
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S2080625895-070.cnf,1,sapperlot,1200,timeout
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S2080625895-070.cnf,1,sol,1200,timeout
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_527.cnf,1,ebglucose,354.29,ok
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_527.cnf,1,ebminisat,77.25,ok
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_527.cnf,1,glucose2,247.39,ok
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_527.cnf,1,glueminisat,211.36,ok
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_527.cnf,1,lingeling,290.62,ok
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_527.cnf,1,lrglshr,1200,timeout
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_527.cnf,1,minisatpsm,91.41,ok
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_527.cnf,1,mphaseSAT64,9.33,ok
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_527.cnf,1,precosat,518.12,ok
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_527.cnf,1,qutersat,135.31,ok
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_527.cnf,1,rcl,1200,timeout
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_527.cnf,1,restartsat,254.1,ok
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_527.cnf,1,cryptominisat2011,34.4,ok
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_527.cnf,1,spear-sw,1200,timeout
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_527.cnf,1,spear-hw,78.1,ok
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_527.cnf,1,eagleup,1200,timeout
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_527.cnf,1,sparrow,0.22,ok
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_527.cnf,1,marchrw,228.4,ok
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_527.cnf,1,mphaseSATm,70.4,ok
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_527.cnf,1,satime11,0.11,ok
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_527.cnf,1,tnm,0.13,ok
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_527.cnf,1,mxc09,611.55,ok
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_527.cnf,1,gnoveltyp2,0.14,ok
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_527.cnf,1,sattime,0.22,ok
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_527.cnf,1,sattimep,0.59,ok
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_527.cnf,1,clasp2,20.93,ok
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_527.cnf,1,clasp1,166.86,ok
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_527.cnf,1,picosat,287.63,ok
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_527.cnf,1,mphaseSAT,54.81,ok
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_527.cnf,1,sapperlot,41.92,ok
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_527.cnf,1,sol,1200,timeout
SAT_Competition2007/random/LargeSize/3SAT/v10000/unif-k3-r4.2-v10000-c42000-S1912540524-08.cnf,1,ebglucose,1200,timeout
SAT_Competition2007/random/LargeSize/3SAT/v10000/unif-k3-r4.2-v10000-c42000-S1912540524-08.cnf,1,ebminisat,1200,timeout
SAT_Competition2007/random/LargeSize/3SAT/v10000/unif-k3-r4.2-v10000-c42000-S1912540524-08.cnf,1,glucose2,1200,timeout
SAT_Competition2007/random/LargeSize/3SAT/v10000/unif-k3-r4.2-v10000-c42000-S1912540524-08.cnf,1,glueminisat,1200,timeout
SAT_Competition2007/random/LargeSize/3SAT/v10000/unif-k3-r4.2-v10000-c42000-S1912540524-08.cnf,1,lingeling,1200,timeout
SAT_Competition2007/random/LargeSize/3SAT/v10000/unif-k3-r4.2-v10000-c42000-S1912540524-08.cnf,1,lrglshr,1200,timeout
SAT_Competition2007/random/LargeSize/3SAT/v10000/unif-k3-r4.2-v10000-c42000-S1912540524-08.cnf,1,minisatpsm,1200,timeout
SAT_Competition2007/random/LargeSize/3SAT/v10000/unif-k3-r4.2-v10000-c42000-S1912540524-08.cnf,1,mphaseSAT64,155.62,ok
SAT_Competition2007/random/LargeSize/3SAT/v10000/unif-k3-r4.2-v10000-c42000-S1912540524-08.cnf,1,precosat,1200,timeout
SAT_Competition2007/random/LargeSize/3SAT/v10000/unif-k3-r4.2-v10000-c42000-S1912540524-08.cnf,1,qutersat,1200,timeout
SAT_Competition2007/random/LargeSize/3SAT/v10000/unif-k3-r4.2-v10000-c42000-S1912540524-08.cnf,1,rcl,1200,timeout
SAT_Competition2007/random/LargeSize/3SAT/v10000/unif-k3-r4.2-v10000-c42000-S1912540524-08.cnf,1,restartsat,1200,timeout
SAT_Competition2007/random/LargeSize/3SAT/v10000/unif-k3-r4.2-v10000-c42000-S1912540524-08.cnf,1,cryptominisat2011,1200,timeout
SAT_Competition2007/random/LargeSize/3SAT/v10000/unif-k3-r4.2-v10000-c42000-S1912540524-08.cnf,1,spear-sw,1200,timeout
SAT_Competition2007/random/LargeSize/3SAT/v10000/unif-k3-r4.2-v10000-c42000-S1912540524-08.cnf,1,spear-hw,1200,timeout
